en_sents,vi_sents
He doesn't show his true feelings.,anh ấy không thể hiện cảm xúc thật của mình.
I'm lonely.,tôi thật cô đơn.
Why don't you sit down?,tại sao bạn không ngồi xuống
I was starving,tôi đã chết đói
Tom has some money stashed away.,tom có một số tiền bỏ đi.
I told you to go away.,tôi bảo bạn đi đi
China is larger than Japan,Trung Quốc lớn hơn Nhật Bản
She could no longer put up with his insulting words.,Cô không thể chịu đựng những lời xúc phạm của anh nữa.
I'm ironing my handkerchiefs,tôi đang ủi khăn tay của tôi
This word is difficult to pronounce.,từ này khó phát âm.
"If you are hungry, why don't you eat?","nếu bạn đói, tại sao bạn không ăn?"
Those people contributed greatly to world peace.,những người đó đã đóng góp rất lớn cho hòa bình thế giới.
"It being Sunday today, we have no school.","hôm nay là chủ nhật, chúng tôi không có trường học"
She wouldn't allow me to read the letter.,cô ấy sẽ không cho phép tôi đọc bức thư.
Tom asked Mary if she was hungry,Tom hỏi mary nếu cô ấy đói
Tom wants a lawyer,tom muốn một luật sư
The house that Tom built is really nice,ngôi nhà mà tom xây dựng rất đẹp
"I only have one mouth, but I have two ears.","Tôi chỉ có một miệng, nhưng tôi có hai tai."
Hop in. I'll give you a ride.,nhảy vào. tôi sẽ cho bạn một chuyến đi
My grandmother attributes her good health to active living,bà tôi cho rằng sức khỏe tốt để sống tích cực
"Christmas is soon, isn't it?",Giáng sinh đến sớm phải không?
What tempted him to propose to her?,Điều gì cám dỗ anh cầu hôn cô?
Tom is a huge baseball fan,tom là một fan hâm mộ bóng chày lớn
Tom is an ophthalmologist,tom là một bác sĩ nhãn khoa
Tom didn't tell me.,Tom đã không nói với tôi.
Your car has a broken taillight,xe của bạn bị hỏng đèn hậu
I'll find out myself.,Tôi sẽ tự tìm hiểu.
I own a computer,tôi sở hữu một máy tính
"It'll take some time, but eventually Tom will be able to walk again","sẽ mất một chút thời gian, nhưng cuối cùng tom sẽ có thể đi lại"
They are willing to learn English.,họ sẵn sàng học tiếng anh
He is no better than a beggar,anh ta không tốt hơn một người ăn xin
Tom punched him in the face,tom đấm vào mặt anh
My mother didn't see the boy on the street,mẹ tôi không nhìn thấy cậu bé trên đường
I haven't formed an opinion yet,tôi chưa hình thành ý kiến
I'll let you know if Tom shows up early,tôi sẽ cho bạn biết nếu tom xuất hiện sớm
Tom is learning how to figure skate,tom đang học cách trượt patin
Go play tennis with Tom,đi chơi tennis với tom
What's in this bag?,cái gì trong cái túi này
The master praised the slave,ông chủ ca ngợi nô lệ
How much would you charge to paint my house?,bạn sẽ tính phí bao nhiêu để sơn nhà tôi?
Tom has a terrible secret,tom có một bí mật khủng khiếp
Do you want a second opinion? I can get another doctor to come here right away,Bạn có muốn một ý kiến thứ hai? tôi có thể nhờ một bác sĩ khác đến đây ngay lập tức
We've met only once,chúng ta chỉ gặp nhau một lần
He cannot be a poet.,ông không thể là một nhà thơ.
Tom bought a camera for 500 dollars.,tom mua một máy ảnh với giá 500 đô la.
What's that bird?,con chim đó là gì
When do you expect him back?,khi nào bạn mong đợi anh ấy trở lại?
I was just talking about you,tôi chỉ nói về bạn
I didn't even notice what Tom was doing,tôi thậm chí không nhận thấy những gì tom đang làm
It never occurred to me that I might be fired,Tôi chưa bao giờ bị sa thải
Bob wanted to keep the fox at home.,bob muốn giữ con cáo ở nhà.
I would do anything for love.,Tôi sẽ làm bất cứ điều gì vì tình yêu.
Why are you so cheerful?,tại sao bạn rất vui vẻ
It looks hopeless.,nó trông vô vọng
We're involved.,có liên quan.
Tom's eyes widened,đôi mắt của Tom mở to
Stop wasting time and get back to work.,ngừng lãng phí thời gian và trở lại làm việc.
"As a matter of fact, his lecture was boring","như một vấn đề thực tế, bài giảng của ông thật nhàm chán"
I sure hope so.,tôi chắc chắn hy vọng như vậy.
My children won't listen to me.,Các con tôi sẽ không lắng nghe tôi.
"Excuse me, but do you need any help?","Xin lỗi, nhưng bạn có cần giúp gì không?"
Why don't you fix Tom something to eat?,Tại sao bạn không sửa tom ăn gì?
"If you can't afford travel insurance, then you can't afford to travel.","nếu bạn không đủ khả năng bảo hiểm du lịch, thì bạn không đủ khả năng để đi du lịch."
Tom's birthday is March 25th,sinh nhật của tom là ngày 25 tháng 3
Let's find somewhere else to hide this.,Hãy tìm một nơi khác để che giấu điều này.
I wanted to stay there two days longer.,tôi muốn ở đó lâu hơn hai ngày.
I didn't expect you so soon.,tôi không mong đợi bạn sớm như vậy.
I think maybe Tom needs me.,Tôi nghĩ có lẽ tom cần tôi.
I will come to your country some day.,Tôi sẽ đến đất nước của bạn một ngày nào đó.
Do you think Tom is unlucky?,Bạn có nghĩ rằng tom là không may mắn?
Tom wasn't sure how he could help,Tom không chắc làm thế nào anh ta có thể giúp
Tom hopes Mary doesn't get arrested by the police,tom hy vọng mary không bị cảnh sát bắt
We're planning to discuss that problem at tomorrow's meeting.,chúng tôi dự định thảo luận vấn đề đó tại cuộc họp ngày mai.
It goes without saying that nothing is more important than health,Không cần phải nói rằng không có gì quan trọng hơn sức khỏe
His statement doesn't leave room for any doubt,tuyên bố của ông không rời khỏi phòng cho bất kỳ nghi ngờ
I just moved from Boston and am still sleeping on my uncle's couch.,tôi mới chuyển đến từ boston và vẫn đang ngủ trên chiếc ghế dài của chú tôi.
I think you should see this,tôi nghĩ bạn nên thấy điều này
Prices continued to rise,giá tiếp tục tăng
Tom is respectful.,tom là tôn trọng.
It mortifies me,nó thế chấp tôi
His name is Tom and he lives next to the post office,anh ấy tên là tom và anh ấy sống cạnh bưu điện
She asked me what I expected.,Cô ấy hỏi tôi những gì tôi mong đợi.
"No matter how bad it gets, she won't die from that disease.","bất kể nó tệ đến mức nào, cô sẽ không chết vì căn bệnh đó."
What's the speed limit on this road?,giới hạn tốc độ trên con đường này là gì?
That photo came with the wallet.,bức ảnh đó đi kèm với ví.
I think it would be more fun to go together,tôi nghĩ sẽ vui hơn khi đi cùng nhau
Let's not exaggerate the facts.,chúng ta đừng phóng đại sự thật
How often do you brush your teeth?,bạn có thường xuyên đánh răng không?
Tom deserves more,tom xứng đáng hơn
She speaks English and also speaks Swahili,cô ấy nói tiếng anh và cũng nói
I should've left the gun where I found it.,tôi nên để lại khẩu súng nơi tôi tìm thấy nó.
My neck hurts today.,cổ tôi đau hôm nay
I am going to try to get a good tan,tôi sẽ cố gắng để có được một làn da rám nắng
It's not natural.,nó không tự nhiên
That's not going to help,điều đó sẽ không giúp
Tom switched off the dryer,tom tắt máy sấy
One can't live without water.,người ta không thể sống thiếu nước.
I know almost nothing about it,tôi gần như không biết gì về nó
I couldn't do that either.,tôi cũng không thể làm điều đó
Are you in a band?,bạn có ở trong một ban nhạc không?
Can you come on Sunday evening?,bạn có thể đến vào tối chủ nhật không?
I gave him some advice,tôi đã cho anh ấy một lời khuyên
Don't interrupt our conversation.,đừng làm gián đoạn cuộc trò chuyện của chúng tôi.
Why do you think so?,Tại sao bạn nghĩ vậy?
It went very smoothly.,nó đã diễn ra rất suôn sẻ.
He didn't calm down until much later,anh ấy đã không bình tĩnh cho đến sau này
Don't bother me with details.,đừng làm phiền tôi với các chi tiết.
I haven't eaten since breakfast and I'm very hungry.,Tôi đã không ăn từ bữa sáng và tôi rất đói.
I told you that I wasn't interested.,tôi nói với bạn rằng tôi không quan tâm.
She pulled up near the hotel office.,Cô kéo lên gần văn phòng khách sạn.
John's house is opposite the church.,Nhà của John nằm đối diện nhà thờ.
I'm too old for this,tôi quá già cho việc này
You can't tell me what to do,bạn không thể nói tôi phải làm gì
They will come.,họ sẽ đến.
He is a quick-witted man,anh ấy là một người đàn ông nhanh trí
Tom didn't get there in time.,Tom đã không đến đó kịp thời.
She'll love him forever.,cô sẽ yêu anh mãi mãi.
Does anybody want a pizza?,có ai muốn ăn pizza không?
I'm seeing a trend here,tôi đang thấy một xu hướng ở đây
"Tom and his friends walked down the street, singing a song.","Tom và những người bạn của anh ấy bước xuống phố, hát một bài hát."
I believe in miracles,tôi tin vào phép màu
His whole family is like that.,Cả nhà anh đều như vậy.
They are having a really good time,họ đang có khoảng thời gian thực sự tốt
What really happened to us?,Điều gì thực sự xảy ra với chúng ta?
Don't trust people who praise you in your presence,đừng tin những người khen bạn trước mặt bạn
Tom said he'd never leave his wife.,Tom nói anh sẽ không bao giờ bỏ vợ.
"You never give up, do you?","bạn không bao giờ bỏ cuộc, phải không?"
Do you know Mr. Takahashi?,bạn có biết ông takahashi?
I keep thirteen cats.,Tôi giữ mười ba con mèo.
"I'm glad that they fixed the heating system, but now it's too hot.","Tôi rất vui vì họ đã sửa hệ thống sưởi, nhưng bây giờ thì quá nóng."
Tom eats everything that his mother gives him.,Tom ăn tất cả mọi thứ mà mẹ anh ấy cho anh ấy.
"If you would move over, there would be room for everyone","nếu bạn di chuyển qua, sẽ có chỗ cho tất cả mọi người"
That'll do it.,Điều đó sẽ làm điều đó.
Tom couldn't help overhearing what Mary said to John.,Tom không thể giúp nghe lỏm những gì mary nói với john.
I can see how you made that mistake,tôi có thể thấy bạn đã phạm sai lầm như thế nào
"What he said applies, to a certain extent, to this case.","những gì ông nói áp dụng, ở một mức độ nhất định, cho trường hợp này."
