en_sents,vi_sents
Would you mind sharing some personal details?,Bạn có phiền chia sẻ một vài thông tin cá nhân không?
Tom's eggs are always served without any seasoning.,Trứng của Tom luôn được phục vụ mà không có bất kỳ gia vị nào.
All you need is love.,tất cả những gì bạn cần là tình yêu.
Tom and Mary must love each other very much.,tom và mary phải yêu nhau rất nhiều
It's possible she's our educator.,Có khả năng cô ấy là nhà giáo của chúng tôi.
No one is speaking.,không ai nói
I feel dreadfully unwell.,Tôi cảm thấy vô cùng khó chịu.
I just wanted to tell you about Tom.,tôi chỉ muốn nói với bạn về tom.
Gold is heavier than iron.,vàng nặng hơn sắt.
Tom didn't have much time for studying,tom không có nhiều thời gian cho việc học
Tom doesn't belong here.,Tom không thuộc về nơi này.
The earliest I can come is around 3.,sớm nhất tôi có thể đến là khoảng 3.
Tom realized that he had made a mistake,Tom nhận ra rằng mình đã phạm sai lầm
The apartment caught on fire.,căn hộ bốc cháy.
There are some donuts available with me.,Tôi có sẵn một vài chiếc bánh rán.
Everything is relative.,tất cả mọi thứ chỉ là tương đối.
You'll get a fair deal from me.,Bạn sẽ nhận được một thỏa thuận hợp lý từ tôi.
We're very happy for you,chúng tôi rất mừng cho bạn
This is the first time I've seen this animal.,đây là lần đầu tiên tôi thấy con vật này
Stop me if you've heard this one.,dừng lại nếu bạn đã nghe điều này
Will you look over these papers?,bạn sẽ xem qua các giấy tờ này?
The national debt is growing.,nợ quốc gia đang gia tăng.
This book hasn't received the attention it deserves.,cuốn sách này đã không nhận được sự chú ý mà nó xứng đáng.
My wish is for Tom to find happiness.,Ước muốn của tôi là Tom tìm thấy hạnh phúc.
I helped my wife learn how to operate a car.,Tôi đã giúp vợ tôi học cách điều khiển xe ô tô.
Tom looks very bored,tom trông rất chán
This book will be very useful to us.,cuốn sách này sẽ rất hữu ích cho chúng tôi.
Tom isn't very good at sports.,Tom không giỏi thể thao lắm.
I'm aware of our current location.,Tôi biết vị trí hiện tại của chúng ta.
My mornings typically involve physical activity.,Buổi sáng của tôi thường bao gồm hoạt động thể chất.
Is this the key you are looking for?,Đây có phải là chìa khóa bạn đang tìm kiếm?
Tom is better at chess than I am,Tom giỏi cờ vua hơn tôi
Tom divided the bread into two pieces,tom chia bánh mì thành hai phần
I don't want Tom to do that,tôi không muốn tom làm điều đó
John was standing alone in the room with his arms folded.,john đang đứng một mình trong phòng với đôi tay khoanh lại.
Would you say I'm good-looking?,Bạn có nói tôi ưa nhìn không?
She showed her guests how to eat what she had prepared.,Cô chỉ cho khách của mình cách ăn những gì cô đã chuẩn bị.
"Unfortunately, that rumor is true.","Thật không may, tin đồn đó là sự thật."
What caused you to be so mad at him?,Điều gì đã khiến bạn nổi giận đến thế với anh ấy?
New York is a place she's been to a single time.,New York là nơi cô ấy đã đến một lần duy nhất.
You're desperate.,bạn đang tuyệt vọng
Mr. and Mrs. Ikeda talked to Ken's teacher.,Ông. và bà ikeda đã nói chuyện với giáo viên của ken.
Tom was confined to a correctional facility.,Tom bị giam giữ trong một cơ sở cải huấn.
Tom always tells Mary everything,tom luôn nói với mary tất cả mọi thứ
The milk was transferred by her into a bowl.,Sữa được cô ấy chuyển vào một cái bát.
Think of all the things you should tell Tom.,nghĩ về tất cả những điều bạn nên nói với tom
One of the professors whispered.,một trong những giáo sư thì thầm.
She is extremely slender.,Cô ấy cực kỳ mảnh mai.
My mother does not always get up early.,mẹ tôi không phải lúc nào cũng dậy sớm.
Tom was exceedingly tardy.,Tom đã cực kỳ chậm trễ.
I have to see Tom.,tôi phải xem tom
He made a mistake,anh ấy đã làm sai
We had to get something to eat so we stopped at a restaurant near the exit,chúng tôi phải đi ăn gì đó nên dừng lại ở một nhà hàng gần lối ra
They left at daybreak from the base of the mountain,họ rời đi lúc bình minh từ chân núi
Harry managed to swim across the river,harry quản lý để bơi qua sông
Tom required assistance with his tax preparation.,Tom cần hỗ trợ trong việc chuẩn bị tờ khai thuế của mình.
Tom decided to stay with Mary,tom quyết định ở lại với mary
My intention is not to show any lack of respect.,Ý của tôi không phải là thiếu tôn trọng.
Our planned walk was negatively affected by the inclement weather.,Chuyến đi bộ đã lên kế hoạch của chúng tôi bị ảnh hưởng tiêu cực bởi thời tiết xấu.
You are not obligated to reply.,Bạn không có nghĩa vụ phải hồi đáp.
He who laughs last laughs best.,Người nào cười cuối cùng cũng cười.
There were fifty passengers in the bus.,Có năm mươi hành khách trên xe buýt.
Can I have it?,tôi có thể có nó?
Tom was caught off guard by the question.,tom bị mất cảnh giác bởi câu hỏi.
We used to date.,chúng tôi đã từng hẹn hò
I don't quite follow you,tôi không theo bạn
An idea came to me,một ý tưởng đã đến với tôi
She took a look around the residence.,Cô ấy đã nhìn quanh khu dân cư.
I agree with the opinion that real estate is overpriced,Tôi đồng ý với ý kiến rằng bất động sản là quá đắt
I didn't recognize his face because we were strangers.,Tôi không nhận ra khuôn mặt anh ấy vì chúng tôi là người lạ.
They'll tell you the truth,họ sẽ nói cho bạn sự thật
His failure in business left him penniless.,thất bại trong kinh doanh khiến anh không một xu dính túi.
Do you live in the city?,bạn sống ở thành phố phải không?
She can write a letter in English.,cô ấy có thể viết một lá thư bằng tiếng Anh.
What don't you want us to see?,bạn không muốn chúng tôi thấy gì?
Tom showed up way behind schedule.,Tom đã đến rất trễ so với lịch trình.
She wove the grass into a box,cô ấy nhổ cỏ vào một cái hộp
Could you stitch these buttons onto it?,Bạn có thể khâu những chiếc nút này vào không?
Tom will be stopped.,tom sẽ được dừng lại.
I invited her to go to the movies,tôi mời cô ấy đi xem phim
She despises him,cô ấy coi thường anh ta
You are not Japanese,bạn không phải người nhật
Tom asked Mary not to make any long-distance calls on his phone,Tom yêu cầu mary không thực hiện bất kỳ cuộc gọi đường dài nào trên điện thoại của anh ấy
Nice talking with you,Rất vui khi được nói chuyện với bạn
Tom can't believe that Mary thinks it's OK to let John take the blame,Tom không thể tin rằng mary nghĩ rằng ổn khi để john chịu trách nhiệm
Just wanted to let you know in person that I can't be at the meeting scheduled for this week.,Chỉ muốn trực tiếp cho bạn biết rằng tôi không thể có mặt tại cuộc họp đã lên lịch tuần này.
My childhood best friend was Tom.,Người bạn thân nhất thời thơ ấu của tôi là Tom.
I washed my own shirts.,tôi đã giặt áo sơ mi của riêng tôi.
Tom will be driving through Boston on his way to visit Mary,Tom sẽ lái xe qua boston trên đường đến thăm mary
Tom came to see me yesterday afternoon.,tom đến gặp tôi chiều hôm qua.
I have no doubt Tom would value it.,Tôi không nghi ngờ gì Tom sẽ coi trọng nó.
"Tom is rich, but not me","tom giàu, nhưng không phải tôi"
Tom can't hear us.,Tom không thể nghe chúng tôi.
India gained independence from Britain in 1947.,Ấn Độ giành được độc lập từ Anh vào năm 1947.
Funds don't magically materialize.,Tiền bạc không tự nhiên mà xuất hiện một cách kỳ diệu.
In what place did you master the art of throwing that curveball?,Bạn đã thành thạo nghệ thuật ném quả bóng cong đó ở đâu?
Tom indicated to Mary that she should go ahead.,Tom chỉ ra cho Mary rằng cô ấy nên đi trước.
The smell of cooking makes me hungry,mùi nấu ăn làm tôi đói
Are we going to be OK?,chúng ta sẽ ổn chứ
Tom eventually calmed down.,Tom cuối cùng cũng bình tĩnh lại.
It worked perfectly.,Nó đã hoạt động hoàn hảo.
She is said to have been beautiful.,cô ấy được cho là xinh đẹp
They attempted to assassinate the president.,họ đã cố gắng ám sát tổng thống.
Tom felt fine,tom cảm thấy tốt
My schedule has been rather full.,Lịch trình của tôi đã khá dày đặc.
I'm afraid you don't have any choice,tôi sợ bạn không có sự lựa chọn nào
That guy I was just talking to wouldn't tell me his name.,anh chàng đó tôi chỉ nói chuyện với tôi sẽ không cho tôi biết tên anh ta.
I complained to him face to face.,Tôi phàn nàn với anh ấy mặt đối mặt.
Tom depends too much on Mary,tom phụ thuộc quá nhiều vào mary
Please submit your question in written form.,Vui lòng gửi câu hỏi của bạn bằng văn bản.
I pursue game practically every single day.,Tôi theo đuổi con mồi gần như mỗi ngày.
The illumination ceased when she acted.,Ánh sáng ngừng lại khi cô ấy hành động.
Last year's summer saw me spending three weeks in Boston.,"Mùa hè năm ngoái, tôi đã dành ba tuần ở Boston."
Tom intends to take a constitutional.,Tom có ý định đi dạo để rèn luyện sức khỏe.
Tom had no idea where Mary went,tom không biết mary đã đi đâu
Someone has taken my shoes by mistake.,ai đó đã lấy giày của tôi do nhầm lẫn.
Where were you at the time of the murder?,bạn đã ở đâu trong vụ giết người?
He occupied the chair.,Anh ấy ngồi vào chiếc ghế.
I'll be there in 30 minutes.,Tôi sẽ đến đó sau 30 phút nữa.
Is it impossible for you to bring Tom to his senses?,Có phải là không thể để bạn làm cho Tom tỉnh ngộ không?
I need you to sew these buttons in place.,Tôi cần bạn khâu các nút này vào đúng vị trí.
There's no doubt Tom is fat.,"Không còn nghi ngờ gì nữa, Tom béo."
Their belief was that it would provoke a civil uprising.,Họ tin rằng điều đó sẽ kích động một cuộc nổi dậy dân sự.
